,Unnamed: 0,uri,ms,origin,origin_prev_ms
1950,0,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.Muqaffa.2752,False
1951,1,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.222,False
1952,2,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.251,False
1953,3,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.252,False
1955,5,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.Muqaffa.2753,True
1956,6,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.223,True
1957,7,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.252,True
1958,8,0588IbnMamun.AkhbarMisr,1016,0845Maqrizi.MusawwadatMawaciz.253,True
76,76,0588IbnMamun.AkhbarMisr,1017,self,False
1936,0,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.254,False
1937,1,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.255,False
1938,2,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.263,False
1939,3,0588IbnMamun.AkhbarMisr,1017,0588IbnMamun.AkhbarMisr.43,True
1940,4,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.255,True
1941,5,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.256,True
1942,6,0588IbnMamun.AkhbarMisr,1017,0845Maqrizi.MusawwadatMawaciz.264,True
77,77,0588IbnMamun.AkhbarMisr,1018,self,False
1972,0,0588IbnMamun.AkhbarMisr,1018,0845Maqrizi.MusawwadatMawaciz.264,False
1973,1,0588IbnMamun.AkhbarMisr,1018,0845Maqrizi.MusawwadatMawaciz.265,True
78,78,0588IbnMamun.AkhbarMisr,1019,self,False
2639,0,0588IbnMamun.AkhbarMisr,1019,0845Maqrizi.MusawwadatMawaciz.265,False
2640,1,0588IbnMamun.AkhbarMisr,1019,0845Maqrizi.MusawwadatMawaciz.266,False
2641,2,0588IbnMamun.AkhbarMisr,1019,0845Maqrizi.MusawwadatMawaciz.266,True
2642,3,0588IbnMamun.AkhbarMisr,1019,0845Maqrizi.MusawwadatMawaciz.267,True
79,79,0588IbnMamun.AkhbarMisr,1020,self,False
2039,0,0588IbnMamun.AkhbarMisr,1020,0845Maqrizi.MusawwadatMawaciz.266,False
2040,1,0588IbnMamun.AkhbarMisr,1020,0845Maqrizi.MusawwadatMawaciz.267,False
2041,2,0588IbnMamun.AkhbarMisr,1020,0845Maqrizi.MusawwadatMawaciz.267,True
2042,3,0588IbnMamun.AkhbarMisr,1020,0845Maqrizi.MusawwadatMawaciz.268,True
80,80,0588IbnMamun.AkhbarMisr,1021,self,False
1511,0,0588IbnMamun.AkhbarMisr,1021,0845Maqrizi.MusawwadatMawaciz.267,False
1512,1,0588IbnMamun.AkhbarMisr,1021,0845Maqrizi.MusawwadatMawaciz.268,False
1513,2,0588IbnMamun.AkhbarMisr,1021,0845Maqrizi.MusawwadatMawaciz.268,True
1514,3,0588IbnMamun.AkhbarMisr,1021,0845Maqrizi.MusawwadatMawaciz.269,True
81,81,0588IbnMamun.AkhbarMisr,1022,self,False
1685,0,0588IbnMamun.AkhbarMisr,1022,0845Maqrizi.MusawwadatMawaciz.268,False
1686,1,0588IbnMamun.AkhbarMisr,1022,0845Maqrizi.MusawwadatMawaciz.269,False
1687,2,0588IbnMamun.AkhbarMisr,1022,0588IbnMamun.AkhbarMisr.96,True
1688,3,0588IbnMamun.AkhbarMisr,1022,0845Maqrizi.MusawwadatMawaciz.269,True
1689,4,0588IbnMamun.AkhbarMisr,1022,0845Maqrizi.MusawwadatMawaciz.270,True
82,82,0588IbnMamun.AkhbarMisr,1023,self,False
881,0,0588IbnMamun.AkhbarMisr,1023,0588IbnMamun.AkhbarMisr.96,False
882,1,0588IbnMamun.AkhbarMisr,1023,0845Maqrizi.MusawwadatMawaciz.269,False
883,2,0588IbnMamun.AkhbarMisr,1023,0845Maqrizi.MusawwadatMawaciz.270,False
884,3,0588IbnMamun.AkhbarMisr,1023,0845Maqrizi.MusawwadatMawaciz.271,False
885,4,0588IbnMamun.AkhbarMisr,1023,0588IbnMamun.AkhbarMisr.96,True
886,5,0588IbnMamun.AkhbarMisr,1023,0845Maqrizi.MusawwadatMawaciz.270,True
887,6,0588IbnMamun.AkhbarMisr,1023,0845Maqrizi.MusawwadatMawaciz.271,True
673,722,0617IbnTuwayr.NuzhatMuqlatayn,1023,self,False
83,83,0588IbnMamun.AkhbarMisr,1030,self,False
1565,0,0588IbnMamun.AkhbarMisr,1030,0845Maqrizi.MusawwadatMawaciz.224,False
1566,1,0588IbnMamun.AkhbarMisr,1030,0845Maqrizi.MusawwadatMawaciz.225,True
334,368,0692IbnCabdZahir.RawdaBahiyya,1030,self,False
863,913,0460Anonymous.DhakhairTuhaf,1030,self,False
84,84,0588IbnMamun.AkhbarMisr,1032,self,False
1193,0,0588IbnMamun.AkhbarMisr,1032,0845Maqrizi.MusawwadatMawaciz.320,False
1194,1,0588IbnMamun.AkhbarMisr,1032,0845Maqrizi.MusawwadatMawaciz.321,False
1196,3,0588IbnMamun.AkhbarMisr,1032,0845Maqrizi.MusawwadatMawaciz.321,True
1197,4,0588IbnMamun.AkhbarMisr,1032,0845Maqrizi.MusawwadatMawaciz.322,True
85,85,0588IbnMamun.AkhbarMisr,1033,self,False
1155,0,0588IbnMamun.AkhbarMisr,1033,0845Maqrizi.MusawwadatMawaciz.321,False
1156,1,0588IbnMamun.AkhbarMisr,1033,0845Maqrizi.MusawwadatMawaciz.322,False
1157,2,0588IbnMamun.AkhbarMisr,1033,0845Maqrizi.MusawwadatMawaciz.322,True
1158,3,0588IbnMamun.AkhbarMisr,1033,0845Maqrizi.MusawwadatMawaciz.323,True
86,86,0588IbnMamun.AkhbarMisr,1034,self,False
1964,0,0588IbnMamun.AkhbarMisr,1034,0845Maqrizi.MusawwadatMawaciz.322,False
1965,1,0588IbnMamun.AkhbarMisr,1034,0845Maqrizi.MusawwadatMawaciz.323,False
1966,2,0588IbnMamun.AkhbarMisr,1034,0845Maqrizi.MusawwadatMawaciz.323,True
87,87,0588IbnMamun.AkhbarMisr,1035,self,False
2218,0,0588IbnMamun.AkhbarMisr,1035,0692IbnCabdZahir.RawdaBahiyya.42,False
2219,1,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.319,False
2220,2,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.320,False
2221,3,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.323,False
2224,6,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.320,True
2225,7,0588IbnMamun.AkhbarMisr,1035,0845Maqrizi.MusawwadatMawaciz.321,True
335,369,0692IbnCabdZahir.RawdaBahiyya,1035,self,False
2222,4,0692IbnCabdZahir.RawdaBahiyya,1035,0845Maqrizi.MusawwadatMawaciz.319,False
2223,5,0692IbnCabdZahir.RawdaBahiyya,1035,0845Maqrizi.MusawwadatMawaciz.320,False
2226,8,0692IbnCabdZahir.RawdaBahiyya,1035,0845Maqrizi.MusawwadatMawaciz.320,True
88,88,0588IbnMamun.AkhbarMisr,1041,self,False
1373,0,0588IbnMamun.AkhbarMisr,1041,0588IbnMamun.AkhbarMisr.74,False
1374,1,0588IbnMamun.AkhbarMisr,1041,0845Maqrizi.Muqaffa.2758,False
1375,2,0588IbnMamun.AkhbarMisr,1041,0845Maqrizi.Muqaffa.2759,True
89,89,0588IbnMamun.AkhbarMisr,1045,self,False
1163,0,0588IbnMamun.AkhbarMisr,1045,0588IbnMamun.AkhbarMisr.101,False
1164,1,0588IbnMamun.AkhbarMisr,1045,0588IbnMamun.AkhbarMisr.102,True
681,730,0617IbnTuwayr.NuzhatMuqlatayn,1045,self,False
1165,2,0617IbnTuwayr.NuzhatMuqlatayn,1045,0617IbnTuwayr.NuzhatMuqlatayn.192,True
1166,3,0617IbnTuwayr.NuzhatMuqlatayn,1045,0845Maqrizi.MusawwadatMawaciz.278,True
837,887,0450Anonymous.SiratYazuri,1045,self,False
841,891,0000Anonymous,1045,self,False
90,90,0588IbnMamun.AkhbarMisr,1047,self,False
2643,0,0588IbnMamun.AkhbarMisr,1047,0588IbnMamun.AkhbarMisr.68,False
2644,1,0588IbnMamun.AkhbarMisr,1047,0845Maqrizi.Muqaffa.2759,False
91,91,0588IbnMamun.AkhbarMisr,1048,self,False
946,0,0588IbnMamun.AkhbarMisr,1048,0588IbnMamun.AkhbarMisr.68,False
947,1,0588IbnMamun.AkhbarMisr,1048,0588IbnMamun.AkhbarMisr.74,False
948,2,0588IbnMamun.AkhbarMisr,1048,0588IbnMamun.AkhbarMisr.110,False
92,92,0588IbnMamun.AkhbarMisr,1051,self,False
1323,1,0692IbnCabdZahir.RawdaBahiyya,1051,0845Maqrizi.MusawwadatMawaciz.302,False
1325,3,0692IbnCabdZahir.RawdaBahiyya,1051,0845Maqrizi.MusawwadatMawaciz.303,True
93,93,0588IbnMamun.AkhbarMisr,1052,self,False
1202,0,0588IbnMamun.AkhbarMisr,1052,0588IbnMamun.AkhbarMisr.107,True
338,372,0692IbnCabdZahir.RawdaBahiyya,1052,self,False
94,94,0588IbnMamun.AkhbarMisr,1054,self,False
1084,0,0588IbnMamun.AkhbarMisr,1054,0588IbnMamun.AkhbarMisr.107,False
1085,1,0588IbnMamun.AkhbarMisr,1054,0845Maqrizi.MusawwadatMawaciz.308,False
1087,3,0588IbnMamun.AkhbarMisr,1054,0845Maqrizi.MusawwadatMawaciz.308,True
1086,2,0617IbnTuwayr.NuzhatMuqlatayn,1054,0845Maqrizi.MusawwadatMawaciz.308,False
1088,4,0617IbnTuwayr.NuzhatMuqlatayn,1054,0845Maqrizi.MusawwadatMawaciz.308,True
1089,5,0617IbnTuwayr.NuzhatMuqlatayn,1054,0845Maqrizi.MusawwadatMawaciz.309,True
95,95,0588IbnMamun.AkhbarMisr,1056,self,False
1409,0,0588IbnMamun.AkhbarMisr,1056,0588IbnMamun.AkhbarMisr.107,False
340,374,0692IbnCabdZahir.RawdaBahiyya,1056,self,False
96,96,0588IbnMamun.AkhbarMisr,1057,self,False
751,800,0387IbnZulaq,1057,self,False
1179,0,0387IbnZulaq,1057,0677IbnMuyassar.AkhbarMisr.92,True
97,97,0588IbnMamun.AkhbarMisr,1077,self,False
1842,0,0588IbnMamun.AkhbarMisr,1077,0588IbnMamun.AkhbarMisr.74,False
341,375,0692IbnCabdZahir.RawdaBahiyya,1077,self,False
1844,2,0692IbnCabdZahir.RawdaBahiyya,1077,0821Qalqashandi.SubhAcsha.934,False
694,743,0617IbnTuwayr.NuzhatMuqlatayn,1077,self,False
98,98,0588IbnMamun.AkhbarMisr,1078,self,False
1820,0,0588IbnMamun.AkhbarMisr,1078,0588IbnMamun.AkhbarMisr.74,False
695,744,0617IbnTuwayr.NuzhatMuqlatayn,1078,self,False
99,99,0588IbnMamun.AkhbarMisr,1079,self,False
1226,0,0588IbnMamun.AkhbarMisr,1079,0845Maqrizi.Muqaffa.2757,False
1227,1,0588IbnMamun.AkhbarMisr,1079,0845Maqrizi.Muqaffa.2758,False
1228,2,0588IbnMamun.AkhbarMisr,1079,0845Maqrizi.Muqaffa.2758,True
1229,3,0588IbnMamun.AkhbarMisr,1079,0845Maqrizi.Muqaffa.2759,True
100,100,0588IbnMamun.AkhbarMisr,1080,self,False
2555,0,0588IbnMamun.AkhbarMisr,1080,0845Maqrizi.Muqaffa.2758,False
2556,1,0588IbnMamun.AkhbarMisr,1080,0845Maqrizi.Muqaffa.2759,True
342,376,0692IbnCabdZahir.RawdaBahiyya,1080,self,False
101,101,0588IbnMamun.AkhbarMisr,1081,self,False
2434,0,0588IbnMamun.AkhbarMisr,1081,0588IbnMamun.AkhbarMisr.65,False
102,102,0588IbnMamun.AkhbarMisr,1082,self,False
103,103,0588IbnMamun.AkhbarMisr,1083,self,False
1265,0,0588IbnMamun.AkhbarMisr,1083,0588IbnMamun.AkhbarMisr.107,False
696,745,0617IbnTuwayr.NuzhatMuqlatayn,1083,self,False
104,104,0588IbnMamun.AkhbarMisr,1085,self,False
698,747,0617IbnTuwayr.NuzhatMuqlatayn,1085,self,False
105,105,0588IbnMamun.AkhbarMisr,1086,self,False
699,748,0617IbnTuwayr.NuzhatMuqlatayn,1086,self,False
106,106,0588IbnMamun.AkhbarMisr,1094,self,False
1205,2,0588IbnMamun.AkhbarMisr,1094,0588IbnMamun.AkhbarMisr.16,True
345,379,0692IbnCabdZahir.RawdaBahiyya,1094,self,False
107,107,0588IbnMamun.AkhbarMisr,1095,self,False
1895,0,0588IbnMamun.AkhbarMisr,1095,0588IbnMamun.AkhbarMisr.16,True
346,380,0692IbnCabdZahir.RawdaBahiyya,1095,self,False
491,528,0596QadiFadil.Mutajaddidat,1095,self,False
108,108,0588IbnMamun.AkhbarMisr,1101,self,False
2244,0,0588IbnMamun.AkhbarMisr,1101,0588IbnMamun.AkhbarMisr.110,False
2245,1,0588IbnMamun.AkhbarMisr,1101,0845Maqrizi.Muqaffa.2759,False
109,109,0588IbnMamun.AkhbarMisr,1102,self,False
1015,0,0588IbnMamun.AkhbarMisr,1102,0588IbnMamun.AkhbarMisr.87,False
1016,1,0588IbnMamun.AkhbarMisr,1102,0845Maqrizi.MusawwadatMawaciz.253,False
1017,2,0588IbnMamun.AkhbarMisr,1102,0845Maqrizi.MusawwadatMawaciz.254,True
702,751,0617IbnTuwayr.NuzhatMuqlatayn,1102,self,False
110,110,0588IbnMamun.AkhbarMisr,1103,self,False
2277,0,0588IbnMamun.AkhbarMisr,1103,0845Maqrizi.MusawwadatMawaciz.254,False
2278,1,0588IbnMamun.AkhbarMisr,1103,0845Maqrizi.MusawwadatMawaciz.255,True
111,111,0588IbnMamun.AkhbarMisr,1105,self,False
1478,3,0588IbnMamun.AkhbarMisr,1105,0930IbnIyas.NuzhatUmam.217,False
1481,6,0588IbnMamun.AkhbarMisr,1105,0930IbnIyas.NuzhatUmam.217,True
752,801,0387IbnZulaq,1105,self,False
1479,4,0387IbnZulaq,1105,0930IbnIyas.NuzhatUmam.216,False
790,839,0677IbnMuyassar.AkhbarMisr,1105,self,False
112,112,0588IbnMamun.AkhbarMisr,1106,self,False
1091,1,0588IbnMamun.AkhbarMisr,1106,0930IbnIyas.NuzhatUmam.217,False
492,529,0596QadiFadil.Mutajaddidat,1106,self,False
1090,0,0596QadiFadil.Mutajaddidat,1106,0930IbnIyas.NuzhatUmam.217,False
113,113,0588IbnMamun.AkhbarMisr,1107,self,False
1984,0,0588IbnMamun.AkhbarMisr,1107,0588IbnMamun.AkhbarMisr.110,False
187,221,Anonymous,1107,self,False
114,114,0588IbnMamun.AkhbarMisr,1108,self,False
170,203,0346Mascudi.MurujDhahab,1108,self,False
1417,0,0346Mascudi.MurujDhahab,1108,0930IbnIyas.NuzhatUmam.211,False
115,115,0588IbnMamun.AkhbarMisr,1165,self,False
116,116,0588IbnMamun.AkhbarMisr,1166,self,False
753,802,0387IbnZulaq,1166,self,False
2519,2,0387IbnZulaq,1166,0845Maqrizi.MusawwadatMawaciz.362,False
2520,3,0387IbnZulaq,1166,0845Maqrizi.MusawwadatMawaciz.363,False
2522,5,0387IbnZulaq,1166,0845Maqrizi.MusawwadatMawaciz.363,True
2517,0,0692IbnCabdZahir.RawdaBahiyya,1166,0845Maqrizi.MusawwadatMawaciz.362,False
2518,1,0692IbnCabdZahir.RawdaBahiyya,1166,0845Maqrizi.MusawwadatMawaciz.363,False
2521,4,0692IbnCabdZahir.RawdaBahiyya,1166,0845Maqrizi.MusawwadatMawaciz.363,True
117,117,0588IbnMamun.AkhbarMisr,1570,self,False
434,468,0350MuhammadKindi.WulatMisr,1570,self,False
118,118,0588IbnMamun.AkhbarMisr,1571,self,False
119,119,0588IbnMamun.AkhbarMisr,1695,self,False
1775,0,0588IbnMamun.AkhbarMisr,1695,0588IbnMamun.AkhbarMisr.110,False
120,120,0588IbnMamun.AkhbarMisr,1714,self,False
1177,0,0588IbnMamun.AkhbarMisr,1714,0588IbnMamun.AkhbarMisr.74,False
121,121,0588IbnMamun.AkhbarMisr,1715,self,False
2544,0,0588IbnMamun.AkhbarMisr,1715,0588IbnMamun.AkhbarMisr.74,False
122,122,0588IbnMamun.AkhbarMisr,1756,self,False
1928,0,0588IbnMamun.AkhbarMisr,1756,0588IbnMamun.AkhbarMisr.87,False
1929,1,0588IbnMamun.AkhbarMisr,1756,0845Maqrizi.MusawwadatMawaciz.255,False
1930,2,0588IbnMamun.AkhbarMisr,1756,0845Maqrizi.MusawwadatMawaciz.256,True
708,757,0617IbnTuwayr.NuzhatMuqlatayn,1756,self,False
123,123,0588IbnMamun.AkhbarMisr,2036,self,False
124,124,0588IbnMamun.AkhbarMisr,2037,self,False
398,432,0692IbnCabdZahir.RawdaBahiyya,2037,self,False
125,125,0588IbnMamun.AkhbarMisr,2038,self,False
1969,2,0588IbnMamun.AkhbarMisr,2038,0588IbnMamun.AkhbarMisr.43,True
399,433,0692IbnCabdZahir.RawdaBahiyya,2038,self,False
1967,0,0692IbnCabdZahir.RawdaBahiyya,2038,0736IbnDawadari.KanzDurar.1418,False
1968,1,0692IbnCabdZahir.RawdaBahiyya,2038,0845Maqrizi.MusawwadatMawaciz.367,False
1970,3,0692IbnCabdZahir.RawdaBahiyya,2038,0845Maqrizi.MusawwadatMawaciz.367,True
1971,4,0692IbnCabdZahir.RawdaBahiyya,2038,0845Maqrizi.MusawwadatMawaciz.368,True
126,126,0629CabdLatifBaghdadi,1944,self,False
737,786,0681IbnKhallikan.WafayatAcyan,1944,self,False
1974,0,0681IbnKhallikan.WafayatAcyan,1944,0748Dhahabi.SiyarAclamNubala.6817,False
1975,1,0681IbnKhallikan.WafayatAcyan,1944,0837IbnHijjaHamawi.ThamaratAwraq.208,False
127,127,0487AbuCubaydBakri.MucjamMaIstacjama,420,self,False
759,808,0685IbnSacidMaghribi,420,self,False
821,871,0207Waqidi,420,self,False
129,129,0487AbuCubaydBakri.MucjamMaIstacjama,430,self,False
130,130,0487AbuCubaydBakri.MucjamMaIstacjama,467,self,False
811,861,0282AbuHanifaDinawari,467,self,False
131,131,0487AbuCubaydBakri.MucjamMaIstacjama,525,self,False
307,341,0350Balawi.SiratAhmadIbnTulun,525,self,False
132,132,0487AbuCubaydBakri.MucjamMaIstacjama,654,self,False
268,302,0257IbnCabdHakam.FutuhMisr,654,self,False
761,810,0685IbnSacidMaghribi,654,self,False
134,134,0346Mascudi,8,self,False
135,135,0346Mascudi,15,self,False
173,207,Anonymous,15,self,False
586,633,0383IbnCabbasKhwarizmi,15,self,False
595,642,0000Dimquratus,15,self,False
136,136,0346Mascudi.MurujDhahab,59,self,False
1251,0,0346Mascudi.MurujDhahab,59,0346Mascudi.MurujDhahab.294,False
1253,2,0346Mascudi.MurujDhahab,59,0346Mascudi.MurujDhahab.295,True
137,137,0346Mascudi.MurujDhahab,60,self,False
2136,0,0346Mascudi.MurujDhahab,60,0346Mascudi.MurujDhahab.294,False
2138,2,0346Mascudi.MurujDhahab,60,0346Mascudi.MurujDhahab.295,True
829,879,0000AnonymousPlural,60,self,False
138,138,0346Mascudi.MurujDhahab,84,self,False
200,234,0257IbnCabdHakam.FutuhMisr,84,self,False
139,139,0346Mascudi.MurujDhahab,87,self,False
2023,0,0346Mascudi.MurujDhahab,87,0930IbnIyas.NuzhatUmam.44,False
2028,5,0346Mascudi.MurujDhahab,87,0733Nuwayri.NihayatArab.2897,True
2029,6,0346Mascudi.MurujDhahab,87,0930IbnIyas.NuzhatUmam.45,True
2024,1,0000AnonymousPlural,87,0930IbnIyas.NuzhatUmam.44,False
2026,3,0000AnonymousPlural,87,0255Jahiz.MahasinWaAddad.3,True
140,142,0346Mascudi.MurujDhahab,88,self,False
2665,0,0346Mascudi.MurujDhahab,88,0930IbnIyas.NuzhatUmam.45,False
2666,1,0346Mascudi.MurujDhahab,88,0930IbnIyas.NuzhatUmam.46,True
141,147,0346Mascudi,89,self,False
1018,0,0346Mascudi.MurujDhahab,89,0930IbnIyas.NuzhatUmam.46,False
1019,1,0346Mascudi.MurujDhahab,89,0930IbnIyas.NuzhatUmam.47,True
142,148,0346Mascudi.MurujDhahab,90,self,False
1441,0,0346Mascudi.MurujDhahab,90,0346Mascudi.MurujDhahab.285,False
1442,1,0346Mascudi.MurujDhahab,90,0930IbnIyas.NuzhatUmam.47,False
1443,2,0346Mascudi.MurujDhahab,90,0346Mascudi.MurujDhahab.286,True
1444,3,0346Mascudi.MurujDhahab,90,0930IbnIyas.NuzhatUmam.48,True
143,150,0346Mascudi.MurujDhahab,91,self,False
874,0,0346Mascudi.MurujDhahab,91,0346Mascudi.MurujDhahab.286,False
875,1,0346Mascudi.MurujDhahab,91,0346Mascudi.MurujDhahab.287,False
876,2,0346Mascudi.MurujDhahab,91,0930IbnIyas.NuzhatUmam.47,False
877,3,0346Mascudi.MurujDhahab,91,0930IbnIyas.NuzhatUmam.48,False
878,4,0346Mascudi.MurujDhahab,91,0346Mascudi.MurujDhahab.287,True
879,5,0346Mascudi.MurujDhahab,91,0346Mascudi.MurujDhahab.288,True
880,6,0346Mascudi.MurujDhahab,91,0930IbnIyas.NuzhatUmam.48,True
144,153,0346Mascudi.MurujDhahab,92,self,False
1856,0,0346Mascudi.MurujDhahab,92,0346Mascudi.MurujDhahab.287,False
1857,1,0346Mascudi.MurujDhahab,92,0930IbnIyas.NuzhatUmam.48,False
1858,2,0346Mascudi.MurujDhahab,92,0346Mascudi.MurujDhahab.288,True
145,154,0346Mascudi,111,self,False
2001,1,0346Mascudi,111,0874IbnTaghribirdi.NujumZahira.38,False
2002,2,0346Mascudi,111,0930IbnIyas.BadaicZuhur.6,False
146,155,0346Mascudi.MurujDhahab,112,self,False
899,0,0346Mascudi.MurujDhahab,112,0930IbnIyas.NuzhatUmam.25,False
533,570,0262CumarIbnShabba,112,self,False
900,1,0262CumarIbnShabba,112,0930IbnIyas.NuzhatUmam.25,False
147,157,0346Mascudi,113,self,False
1266,0,0346Mascudi,113,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.5,False
1271,5,0346Mascudi,113,0930IbnIyas.NuzhatUmam.52,False
1279,13,0346Mascudi,113,0930IbnIyas.NuzhatUmam.52,True
839,889,0000Anonymous,113,self,False
1267,1,0350MuhammadKindi.WulatMisr,113,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.5,False
1277,11,0350MuhammadKindi.WulatMisr,113,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.6,True
1268,2,0257IbnCabdHakam.FutuhMisr,113,0911Suyuti.HusnMuhadara.641,False
1269,3,0257IbnCabdHakam.FutuhMisr,113,0911Suyuti.HusnMuhadara.642,False
1278,12,0257IbnCabdHakam.FutuhMisr,113,0911Suyuti.HusnMuhadara.642,True
1272,6,0276IbnQutaybaDinawari,113,0930IbnIyas.NuzhatUmam.52,False
1274,8,0276IbnQutaybaDinawari,113,0597IbnJawzi.GharibHadith.16,True
1280,14,0276IbnQutaybaDinawari,113,0930IbnIyas.NuzhatUmam.52,True
148,158,0346Mascudi.MurujDhahab,134,self,False
1596,0,0346Mascudi.MurujDhahab,134,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.16,False
149,159,0346Mascudi.MurujDhahab,135,self,False
2448,0,0346Mascudi.MurujDhahab,135,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.6,False
2449,1,0346Mascudi.MurujDhahab,135,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.7,False
2451,3,0346Mascudi.MurujDhahab,135,0821Qalqashandi.SubhAcsha.889,False
2452,4,0346Mascudi.MurujDhahab,135,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.7,True
2454,6,0346Mascudi.MurujDhahab,135,0821Qalqashandi.SubhAcsha.890,True
2450,2,0350MuhammadKindi.WulatMisr,135,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.6,False
2457,9,0350MuhammadKindi.WulatMisr,135,0821Qalqashandi.SubhAcsha.890,True
150,163,0346Mascudi.MurujDhahab,148,self,False
1882,0,0346Mascudi.MurujDhahab,148,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.11,False
1883,1,0346Mascudi.MurujDhahab,148,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr.12,True
594,641,0000Disquridus,148,self,False
151,164,0346Mascudi.MurujDhahab,150,self,False
152,165,0346Mascudi.MurujDhahab,151,self,False
2178,2,0346Mascudi.MurujDhahab,151,0930IbnIyas.NuzhatUmam.88,True
153,166,0346Mascudi.MurujDhahab,152,self,False
1415,0,0346Mascudi.MurujDhahab,152,0930IbnIyas.NuzhatUmam.88,False
154,167,0346Mascudi.MurujDhahab,163,self,False
570,616,0000Aristutulis,163,self,False
155,169,0346Mascudi.MurujDhahab,340,self,False
2659,0,0346Mascudi.MurujDhahab,340,0346Mascudi.MurujDhahab.287,False
2660,1,0346Mascudi.MurujDhahab,340,0565AbuHamidGharnati.TuhfatAlbab.39,False
2661,2,0346Mascudi.MurujDhahab,340,0930IbnIyas.NuzhatUmam.147,False
2663,4,0346Mascudi.MurujDhahab,340,0346Mascudi.MurujDhahab.288,True
2664,5,0346Mascudi.MurujDhahab,340,0930IbnIyas.NuzhatUmam.148,True
231,265,0257IbnCabdHakam.FutuhMisr,340,self,False
2662,3,0257IbnCabdHakam.FutuhMisr,340,0930IbnIyas.NuzhatUmam.147,False
156,174,0346Mascudi.MurujDhahab,341,self,False
1628,0,0346Mascudi.MurujDhahab,341,0346Mascudi.MurujDhahab.288,False
1629,1,0346Mascudi.MurujDhahab,341,0346Mascudi.MurujDhahab.289,False
1630,2,0346Mascudi.MurujDhahab,341,0346Mascudi.MurujDhahab.289,True
1631,3,0346Mascudi.MurujDhahab,341,0346Mascudi.MurujDhahab.290,True
157,179,0346Mascudi.MurujDhahab,342,self,False
2326,0,0346Mascudi.MurujDhahab,342,0346Mascudi.MurujDhahab.289,False
2327,1,0346Mascudi.MurujDhahab,342,0346Mascudi.MurujDhahab.290,False
2328,2,0346Mascudi.MurujDhahab,342,0346Mascudi.MurujDhahab.290,True
2329,3,0346Mascudi.MurujDhahab,342,0346Mascudi.MurujDhahab.291,True
158,181,0346Mascudi.MurujDhahab,343,self,False
1640,0,0346Mascudi.MurujDhahab,343,0346Mascudi.MurujDhahab.290,False
1641,1,0346Mascudi.MurujDhahab,343,0346Mascudi.MurujDhahab.291,False
1642,2,0346Mascudi.MurujDhahab,343,0346Mascudi.MurujDhahab.291,True
1643,3,0346Mascudi.MurujDhahab,343,0346Mascudi.MurujDhahab.292,True
159,184,0346Mascudi.MurujDhahab,365,self,False
160,185,0346Mascudi,391,self,False
2499,0,0346Mascudi,391,0930IbnIyas.NuzhatUmam.156,False
305,339,0350Balawi.SiratAhmadIbnTulun,391,self,False
2503,4,0350Balawi.SiratAhmadIbnTulun,391,0930IbnIyas.NuzhatUmam.156,False
718,767,0350MuhammadKindi.FadailMisr,391,self,False
161,186,0346Mascudi.MurujDhahab,392,self,False
2568,0,0346Mascudi.MurujDhahab,392,0930IbnIyas.NuzhatUmam.158,True
163,188,0346Mascudi.MurujDhahab,428,self,False
1539,0,0346Mascudi.MurujDhahab,428,0832TaqiFasi.CiqdThamin.219,False
1540,1,0346Mascudi.MurujDhahab,428,0832TaqiFasi.CiqdThamin.220,False
1541,2,0346Mascudi.MurujDhahab,428,0832TaqiFasi.ShifaGharam.442,False
